Archivo,Parametro_Analizado,Ancho_Pulso,Tipo_Variable_X,Grupo,Valor_X,Valor_Y
Analisis_Rc.xlsx,Rc,200 ns,Solap,P70,80.0,1.5475
Analisis_Rc.xlsx,Rc,200 ns,Solap,P30,88.0,4.5665
Analisis_Rc.xlsx,Rc,200 ns,Solap,P50,88.0,2.443
Analisis_Rc.xlsx,Rc,200 ns,Solap,P70,88.0,6.550000000000001
Analisis_Rc.xlsx,Rc,200 ns,Solap,P30,90.0,6.5065
Analisis_Rc.xlsx,Rc,200 ns,Solap,P50,90.0,1.6375
Analisis_Rc.xlsx,Rc,200 ns,Solap,P70,90.0,5.0005
Analisis_Rc.xlsx,Rc,200 ns,Solap,P30,93.33333333333333,8.709
Analisis_Rc.xlsx,Rc,200 ns,Solap,P50,93.33333333333333,3.1865
Analisis_Rc.xlsx,Rc,200 ns,Solap,P70,93.33333333333333,7.353
Analisis_Rc.xlsx,Rc,200 ns,Solap,P30,94.0,17.523
Analisis_Rc.xlsx,Rc,200 ns,Solap,P50,94.0,9.986
Analisis_Rc.xlsx,Rc,200 ns,Solap,P70,94.0,6.746
Analisis_Rc.xlsx,Rc,200 ns,Solap,P30,96.0,13.6365
Analisis_Rc.xlsx,Rc,200 ns,Solap,P50,96.0,25.576
Analisis_Rc.xlsx,Rc,200 ns,Solap,P70,96.0,26.396
Analisis_Rc.xlsx,Rc,200 ns,Solap,P30,96.0,12.5965
Analisis_Rc.xlsx,Rc,200 ns,Solap,P50,96.0,22.898
Analisis_Rc.xlsx,Rc,200 ns,Solap,P70,96.0,26.5905
Analisis_Rc.xlsx,Rc,200 ns,Solap,P30,98.0,6.08
Analisis_Rc.xlsx,Rc,200 ns,Solap,P50,98.0,11.687
Analisis_Rc.xlsx,Rc,200 ns,Solap,P70,98.0,23.9955
Analisis_Rc.xlsx,Rc,200 ns,Solap,P30,98.66666666666667,10.18
Analisis_Rc.xlsx,Rc,200 ns,Solap,P50,98.66666666666667,18.5165
Analisis_Rc.xlsx,Rc,200 ns,Solap,P70,98.66666666666667,11.0225
Analisis_Rc.xlsx,Rc,200 ns,Dens,P30,0.101859163578813,10.18
Analisis_Rc.xlsx,Rc,200 ns,Dens,P50,0.169765272631355,18.5165
Analisis_Rc.xlsx,Rc,200 ns,Dens,P70,0.237671381683897,11.0225
Analisis_Rc.xlsx,Rc,200 ns,Dens,P30,0.101859163578813,12.5965
Analisis_Rc.xlsx,Rc,200 ns,Dens,P50,0.169765272631355,22.898
Analisis_Rc.xlsx,Rc,200 ns,Dens,P70,0.237671381683897,26.5905
Analisis_Rc.xlsx,Rc,200 ns,Dens,P30,0.101859163578813,8.709
Analisis_Rc.xlsx,Rc,200 ns,Dens,P50,0.169765272631355,3.1865
Analisis_Rc.xlsx,Rc,200 ns,Dens,P70,0.237671381683897,7.353
Analisis_Rc.xlsx,Rc,200 ns,Dens,P30,0.1527887453682195,6.08
Analisis_Rc.xlsx,Rc,200 ns,Dens,P50,0.2546479089470325,11.687
Analisis_Rc.xlsx,Rc,200 ns,Dens,P70,0.3565070725258455,23.9955
Analisis_Rc.xlsx,Rc,200 ns,Dens,P30,0.1527887453682195,17.523
Analisis_Rc.xlsx,Rc,200 ns,Dens,P50,0.2546479089470325,9.986
Analisis_Rc.xlsx,Rc,200 ns,Dens,P70,0.3565070725258455,6.746
Analisis_Rc.xlsx,Rc,200 ns,Dens,P30,0.1527887453682195,6.5065
Analisis_Rc.xlsx,Rc,200 ns,Dens,P50,0.2546479089470325,1.6375
Analisis_Rc.xlsx,Rc,200 ns,Dens,P70,0.3565070725258455,5.0005
Analisis_Rc.xlsx,Rc,200 ns,Dens,P30,0.305577490736439,13.6365
Analisis_Rc.xlsx,Rc,200 ns,Dens,P50,0.5092958178940651,25.576
Analisis_Rc.xlsx,Rc,200 ns,Dens,P70,0.713014145051691,26.396
Analisis_Rc.xlsx,Rc,200 ns,Dens,P30,0.305577490736439,4.5665
Analisis_Rc.xlsx,Rc,200 ns,Dens,P50,0.5092958178940651,2.443
Analisis_Rc.xlsx,Rc,200 ns,Dens,P70,0.713014145051691,6.550000000000001
Analisis_Rc.xlsx,Rc,200 ns,Dens,P30,0.305577490736439,1.3805
Analisis_Rc.xlsx,Rc,200 ns,Dens,P50,0.5092958178940651,1.6015
Analisis_Rc.xlsx,Rc,200 ns,Dens,P70,0.713014145051691,1.5475
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P30,80.0,0.0745
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P50,80.0,0.3255
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P70,80.0,0.0635
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P30,88.0,0.077
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P50,88.0,0.0995
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P70,88.0,0.0645
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P30,90.0,0.2465
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P50,90.0,0.1685
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P70,90.0,0.2545
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P30,93.33333333333333,0.231
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P50,93.33333333333333,0.132
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P70,93.33333333333333,0.0995
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P30,94.0,0.6034999999999999
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P50,94.0,0.08249999999999999
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P70,94.0,0.323
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P30,96.0,0.387
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P50,96.0,0.3745
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P70,96.0,0.9339999999999999
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P30,96.0,0.3695
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P50,96.0,0.704
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P70,96.0,0.145
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P30,98.0,0.414
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P50,98.0,0.7625
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P70,98.0,0.5095000000000001
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P30,98.66666666666667,0.555
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P50,98.66666666666667,0.6485
Analisis_Rdq.xlsx,Rdq,100 ns,Solap,P70,98.66666666666667,0.883
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P30,0.101859163578813,0.555
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P50,0.169765272631355,0.6485
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P70,0.237671381683897,0.883
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P30,0.101859163578813,0.3695
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P50,0.169765272631355,0.704
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P70,0.237671381683897,0.145
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P30,0.101859163578813,0.231
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P50,0.169765272631355,0.132
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P70,0.237671381683897,0.0995
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P30,0.1527887453682195,0.414
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P50,0.2546479089470325,0.7625
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P70,0.3565070725258455,0.5095000000000001
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P30,0.1527887453682195,0.6034999999999999
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P50,0.2546479089470325,0.08249999999999999
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P70,0.3565070725258455,0.323
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P30,0.1527887453682195,0.2465
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P50,0.2546479089470325,0.1685
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P70,0.3565070725258455,0.2545
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P30,0.305577490736439,0.387
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P50,0.5092958178940651,0.3745
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P70,0.713014145051691,0.9339999999999999
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P30,0.305577490736439,0.077
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P50,0.5092958178940651,0.0995
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P70,0.713014145051691,0.0645
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P30,0.305577490736439,0.0745
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P50,0.5092958178940651,0.3255
Analisis_Rdq.xlsx,Rdq,100 ns,Dens,P70,0.713014145051691,0.0635
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P30,80.0,0.0905
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P50,80.0,0.6895
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P70,80.0,0.07
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P30,88.0,0.088
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P50,88.0,0.1645
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P70,88.0,0.131
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P30,90.0,0.158
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P50,90.0,0.424
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P70,90.0,0.421
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P30,93.33333333333333,0.2625
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P50,93.33333333333333,0.0955
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P70,93.33333333333333,0.124
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P30,94.0,0.1505
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P50,94.0,0.287
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P70,94.0,0.301
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P30,96.0,0.29
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P50,96.0,0.477
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P70,96.0,1.6965
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P30,96.0,0.257
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P50,96.0,0.4935
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P70,96.0,0.7115
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P30,98.0,0.4755
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P50,98.0,0.3395
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P70,98.0,0.4345
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P30,98.66666666666667,0.386
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P50,98.66666666666667,0.9345
Analisis_Rdq.xlsx,Rdq,150 ns,Solap,P70,98.66666666666667,0.684
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P30,0.101859163578813,0.386
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P50,0.169765272631355,0.9345
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P70,0.237671381683897,0.684
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P30,0.101859163578813,0.257
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P50,0.169765272631355,0.4935
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P70,0.237671381683897,0.7115
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P30,0.101859163578813,0.2625
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P50,0.169765272631355,0.0955
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P70,0.237671381683897,0.124
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P30,0.1527887453682195,0.4755
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P50,0.2546479089470325,0.3395
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P70,0.3565070725258455,0.4345
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P30,0.1527887453682195,0.1505
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P50,0.2546479089470325,0.287
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P70,0.3565070725258455,0.301
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P30,0.1527887453682195,0.158
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P50,0.2546479089470325,0.424
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P70,0.3565070725258455,0.421
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P30,0.305577490736439,0.29
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P50,0.5092958178940651,0.477
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P70,0.713014145051691,1.6965
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P30,0.305577490736439,0.088
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P50,0.5092958178940651,0.1645
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P70,0.713014145051691,0.131
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P30,0.305577490736439,0.0905
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P50,0.5092958178940651,0.6895
Analisis_Rdq.xlsx,Rdq,150 ns,Dens,P70,0.713014145051691,0.07
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P30,80.0,0.0695
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P50,80.0,0.675
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P70,80.0,0.217
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P30,88.0,0.1735
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P50,88.0,0.084
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P70,88.0,0.2195
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P30,90.0,0.2995
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P50,90.0,0.078
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P70,90.0,0.196
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P30,93.33333333333333,0.46
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P50,93.33333333333333,0.1435
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P70,93.33333333333333,0.2825
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P30,94.0,0.298
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P50,94.0,0.216
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P70,94.0,0.256
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P30,96.0,0.5465
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P50,96.0,0.812
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P70,96.0,1.391
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P30,96.0,0.492
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P50,96.0,1.1655
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P70,96.0,1.4155
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P30,98.0,0.3215
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P50,98.0,0.393
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P70,98.0,1.016
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P30,98.66666666666667,0.5275
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P50,98.66666666666667,0.6565
Analisis_Rdq.xlsx,Rdq,200 ns,Solap,P70,98.66666666666667,0.378
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P30,0.101859163578813,0.5275
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P50,0.169765272631355,0.6565
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P70,0.237671381683897,0.378
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P30,0.101859163578813,0.492
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P50,0.169765272631355,1.1655
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P70,0.237671381683897,1.4155
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P30,0.101859163578813,0.46
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P50,0.169765272631355,0.1435
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P70,0.237671381683897,0.2825
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P30,0.1527887453682195,0.3215
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P50,0.2546479089470325,0.393
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P70,0.3565070725258455,1.016
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P30,0.1527887453682195,0.298
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P50,0.2546479089470325,0.216
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P70,0.3565070725258455,0.256
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P30,0.1527887453682195,0.2995
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P50,0.2546479089470325,0.078
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P70,0.3565070725258455,0.196
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P30,0.305577490736439,0.5465
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P50,0.5092958178940651,0.812
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P70,0.713014145051691,1.391
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P30,0.305577490736439,0.1735
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P50,0.5092958178940651,0.084
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P70,0.713014145051691,0.2195
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P30,0.305577490736439,0.0695
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P50,0.5092958178940651,0.675
Analisis_Rdq.xlsx,Rdq,200 ns,Dens,P70,0.713014145051691,0.217
Analisis_Rku.xlsx,Rku,100 ns,Solap,P30,80.0,4.1455
Analisis_Rku.xlsx,Rku,100 ns,Solap,P50,80.0,3.8425
Analisis_Rku.xlsx,Rku,100 ns,Solap,P70,80.0,3.064
Analisis_Rku.xlsx,Rku,100 ns,Solap,P30,88.0,3.084
Analisis_Rku.xlsx,Rku,100 ns,Solap,P50,88.0,4.542
Analisis_Rku.xlsx,Rku,100 ns,Solap,P70,88.0,2.904
Analisis_Rku.xlsx,Rku,100 ns,Solap,P30,90.0,3.951
Analisis_Rku.xlsx,Rku,100 ns,Solap,P50,90.0,3.126
Analisis_Rku.xlsx,Rku,100 ns,Solap,P70,90.0,28.4785
Analisis_Rku.xlsx,Rku,100 ns,Solap,P30,93.33333333333333,4.0195
Analisis_Rku.xlsx,Rku,100 ns,Solap,P50,93.33333333333333,25.786
Analisis_Rku.xlsx,Rku,100 ns,Solap,P70,93.33333333333333,3.2595
Analisis_Rku.xlsx,Rku,100 ns,Solap,P30,94.0,2.1855
Analisis_Rku.xlsx,Rku,100 ns,Solap,P50,94.0,7.274000000000001
Analisis_Rku.xlsx,Rku,100 ns,Solap,P70,94.0,19.2875
Analisis_Rku.xlsx,Rku,100 ns,Solap,P30,96.0,3.5525
Analisis_Rku.xlsx,Rku,100 ns,Solap,P50,96.0,50.203
Analisis_Rku.xlsx,Rku,100 ns,Solap,P70,96.0,4.721
Analisis_Rku.xlsx,Rku,100 ns,Solap,P30,96.0,17.4995
Analisis_Rku.xlsx,Rku,100 ns,Solap,P50,96.0,23.5845
Analisis_Rku.xlsx,Rku,100 ns,Solap,P70,96.0,3.799
Analisis_Rku.xlsx,Rku,100 ns,Solap,P30,98.0,7.773
Analisis_Rku.xlsx,Rku,100 ns,Solap,P50,98.0,4.838
Analisis_Rku.xlsx,Rku,100 ns,Solap,P70,98.0,3.545
Analisis_Rku.xlsx,Rku,100 ns,Solap,P30,98.66666666666667,2.3165
Analisis_Rku.xlsx,Rku,100 ns,Solap,P50,98.66666666666667,2.2535
Analisis_Rku.xlsx,Rku,100 ns,Solap,P70,98.66666666666667,3.912
Analisis_Rku.xlsx,Rku,100 ns,Dens,P30,0.101859163578813,2.3165
Analisis_Rku.xlsx,Rku,100 ns,Dens,P50,0.169765272631355,2.2535
Analisis_Rku.xlsx,Rku,100 ns,Dens,P70,0.237671381683897,3.912
Analisis_Rku.xlsx,Rku,100 ns,Dens,P30,0.101859163578813,17.4995
Analisis_Rku.xlsx,Rku,100 ns,Dens,P50,0.169765272631355,23.5845
Analisis_Rku.xlsx,Rku,100 ns,Dens,P70,0.237671381683897,3.799
Analisis_Rku.xlsx,Rku,100 ns,Dens,P30,0.101859163578813,4.0195
Analisis_Rku.xlsx,Rku,100 ns,Dens,P50,0.169765272631355,25.786
Analisis_Rku.xlsx,Rku,100 ns,Dens,P70,0.237671381683897,3.2595
Analisis_Rku.xlsx,Rku,100 ns,Dens,P30,0.1527887453682195,7.773
Analisis_Rku.xlsx,Rku,100 ns,Dens,P50,0.2546479089470325,4.838
Analisis_Rku.xlsx,Rku,100 ns,Dens,P70,0.3565070725258455,3.545
Analisis_Rku.xlsx,Rku,100 ns,Dens,P30,0.1527887453682195,2.1855
Analisis_Rku.xlsx,Rku,100 ns,Dens,P50,0.2546479089470325,7.274000000000001
Analisis_Rku.xlsx,Rku,100 ns,Dens,P70,0.3565070725258455,19.2875
Analisis_Rku.xlsx,Rku,100 ns,Dens,P30,0.1527887453682195,3.951
Analisis_Rku.xlsx,Rku,100 ns,Dens,P50,0.2546479089470325,3.126
Analisis_Rku.xlsx,Rku,100 ns,Dens,P70,0.3565070725258455,28.4785
Analisis_Rku.xlsx,Rku,100 ns,Dens,P30,0.305577490736439,3.5525
Analisis_Rku.xlsx,Rku,100 ns,Dens,P50,0.5092958178940651,50.203
Analisis_Rku.xlsx,Rku,100 ns,Dens,P70,0.713014145051691,4.721
Analisis_Rku.xlsx,Rku,100 ns,Dens,P30,0.305577490736439,3.084
Analisis_Rku.xlsx,Rku,100 ns,Dens,P50,0.5092958178940651,4.542
Analisis_Rku.xlsx,Rku,100 ns,Dens,P70,0.713014145051691,2.904
Analisis_Rku.xlsx,Rku,100 ns,Dens,P30,0.305577490736439,4.1455
Analisis_Rku.xlsx,Rku,100 ns,Dens,P50,0.5092958178940651,3.8425
Analisis_Rku.xlsx,Rku,100 ns,Dens,P70,0.713014145051691,3.064
Analisis_Rku.xlsx,Rku,150 ns,Solap,P30,80.0,3.095
Analisis_Rku.xlsx,Rku,150 ns,Solap,P50,80.0,3.2665
Analisis_Rku.xlsx,Rku,150 ns,Solap,P70,80.0,7.117999999999999
Analisis_Rku.xlsx,Rku,150 ns,Solap,P30,88.0,3.5705
Analisis_Rku.xlsx,Rku,150 ns,Solap,P50,88.0,5.339
Analisis_Rku.xlsx,Rku,150 ns,Solap,P70,88.0,11.2615
Analisis_Rku.xlsx,Rku,150 ns,Solap,P30,90.0,3.3925
Analisis_Rku.xlsx,Rku,150 ns,Solap,P50,90.0,11.578
Analisis_Rku.xlsx,Rku,150 ns,Solap,P70,90.0,33.7295
Analisis_Rku.xlsx,Rku,150 ns,Solap,P30,93.33333333333333,5.813
Analisis_Rku.xlsx,Rku,150 ns,Solap,P50,93.33333333333333,4.938
Analisis_Rku.xlsx,Rku,150 ns,Solap,P70,93.33333333333333,6.296
Analisis_Rku.xlsx,Rku,150 ns,Solap,P30,94.0,12.963
Analisis_Rku.xlsx,Rku,150 ns,Solap,P50,94.0,27.797
Analisis_Rku.xlsx,Rku,150 ns,Solap,P70,94.0,5.1335
Analisis_Rku.xlsx,Rku,150 ns,Solap,P30,96.0,3.69
Analisis_Rku.xlsx,Rku,150 ns,Solap,P50,96.0,8.8465
Analisis_Rku.xlsx,Rku,150 ns,Solap,P70,96.0,7.957
Analisis_Rku.xlsx,Rku,150 ns,Solap,P30,96.0,4.98
Analisis_Rku.xlsx,Rku,150 ns,Solap,P50,96.0,25.7575
Analisis_Rku.xlsx,Rku,150 ns,Solap,P70,96.0,16.032
Analisis_Rku.xlsx,Rku,150 ns,Solap,P30,98.0,13.24
Analisis_Rku.xlsx,Rku,150 ns,Solap,P50,98.0,9.974499999999999
Analisis_Rku.xlsx,Rku,150 ns,Solap,P70,98.0,3.7375
Analisis_Rku.xlsx,Rku,150 ns,Solap,P30,98.66666666666667,8.86
Analisis_Rku.xlsx,Rku,150 ns,Solap,P50,98.66666666666667,2.372
Analisis_Rku.xlsx,Rku,150 ns,Solap,P70,98.66666666666667,2.5135
Analisis_Rku.xlsx,Rku,150 ns,Dens,P30,0.101859163578813,8.86
Analisis_Rku.xlsx,Rku,150 ns,Dens,P50,0.169765272631355,2.372
Analisis_Rku.xlsx,Rku,150 ns,Dens,P70,0.237671381683897,2.5135
Analisis_Rku.xlsx,Rku,150 ns,Dens,P30,0.101859163578813,4.98
Analisis_Rku.xlsx,Rku,150 ns,Dens,P50,0.169765272631355,25.7575
Analisis_Rku.xlsx,Rku,150 ns,Dens,P70,0.237671381683897,16.032
Analisis_Rku.xlsx,Rku,150 ns,Dens,P30,0.101859163578813,5.813
Analisis_Rku.xlsx,Rku,150 ns,Dens,P50,0.169765272631355,4.938
Analisis_Rku.xlsx,Rku,150 ns,Dens,P70,0.237671381683897,6.296
Analisis_Rku.xlsx,Rku,150 ns,Dens,P30,0.1527887453682195,13.24
Analisis_Rku.xlsx,Rku,150 ns,Dens,P50,0.2546479089470325,9.974499999999999
Analisis_Rku.xlsx,Rku,150 ns,Dens,P70,0.3565070725258455,3.7375
Analisis_Rku.xlsx,Rku,150 ns,Dens,P30,0.1527887453682195,12.963
Analisis_Rku.xlsx,Rku,150 ns,Dens,P50,0.2546479089470325,27.797
Analisis_Rku.xlsx,Rku,150 ns,Dens,P70,0.3565070725258455,5.1335
Analisis_Rku.xlsx,Rku,150 ns,Dens,P30,0.1527887453682195,3.3925
Analisis_Rku.xlsx,Rku,150 ns,Dens,P50,0.2546479089470325,11.578
Analisis_Rku.xlsx,Rku,150 ns,Dens,P70,0.3565070725258455,33.7295
Analisis_Rku.xlsx,Rku,150 ns,Dens,P30,0.305577490736439,3.69
Analisis_Rku.xlsx,Rku,150 ns,Dens,P50,0.5092958178940651,8.8465
Analisis_Rku.xlsx,Rku,150 ns,Dens,P70,0.713014145051691,7.957
Analisis_Rku.xlsx,Rku,150 ns,Dens,P30,0.305577490736439,3.5705
Analisis_Rku.xlsx,Rku,150 ns,Dens,P50,0.5092958178940651,5.339
Analisis_Rku.xlsx,Rku,150 ns,Dens,P70,0.713014145051691,11.2615
Analisis_Rku.xlsx,Rku,150 ns,Dens,P30,0.305577490736439,3.095
Analisis_Rku.xlsx,Rku,150 ns,Dens,P50,0.5092958178940651,3.2665
Analisis_Rku.xlsx,Rku,150 ns,Dens,P70,0.713014145051691,7.117999999999999
Analisis_Rku.xlsx,Rku,200 ns,Solap,P30,80.0,3.646
Analisis_Rku.xlsx,Rku,200 ns,Solap,P50,80.0,3.67
Analisis_Rku.xlsx,Rku,200 ns,Solap,P70,80.0,41.423
Analisis_Rku.xlsx,Rku,200 ns,Solap,P30,88.0,27.6805
Analisis_Rku.xlsx,Rku,200 ns,Solap,P50,88.0,4.1965
Analisis_Rku.xlsx,Rku,200 ns,Solap,P70,88.0,7.542
Analisis_Rku.xlsx,Rku,200 ns,Solap,P30,90.0,4.554
